,user_id,data,label,drug_name,condition,useful_count,word_count
10,user39998,"""Started Week 4 : 2 pills am/2 pills pm  Severe Thyriod, Autoimmune and Hashimotos.   -5&#039;9 | 183 | BMI 27  -Plant Protein shake, two salads with protein daily, and with healthy snacks in between  -Still hungry after meals  -No weight loss in three weeks  -Food and sugar cravings VERY present   -Alcohol cravings present   -Dry mouth   -Odd after taste through the day   -Severe nausea, bloating and cramping   -Constipation   -Trouble falling asleep and then not getting quality sleep      I plan to stick this out 8 weeks, then I&#039;m out.""",1,Contrave,Obesity,20,87
11,user39370,"""Absolutely doesn&#039;t work. I&#039;m a 70 year old male. I exercise daily for 30 minutes and I eat a healthy diet. Just couldn&#039;t control portions. After 2 months I gained 1 pound. I had high hopes but this pill is a waste of time and money.""",1,Contrave,Obesity,4,46
12,user39999,"""Day 15. I have been on the 2 pill in the morning, 1 in the evening for 4 days. I have developed constipation and abdominal pain. I have lost no weight at all. I am most likely going to stop taking this drug. It is not helping and I don&#039;t like it.""",1,Contrave,Obesity,13,52
13,user39742,"""Started 12/18/15.  Female 221lbs 5&#039;6  42 yrs  old  1st day took 1 pill at 7:30am was sick all day stayed in bed. Day 2 1 pill 7:30am tried to do my normal daily routine  was so sick. So I have stopped til after the holidays  I have to much to do. My side effects are  nausea,  headache, sweats,dizziness , I could feel my heart beat speed up.  I really want this to work. I have tried so many things over the last 6yrs and nothing works  I was doing a workout plan for a 3 days a week for entire year lost only 5 lbs with 1000 calorie a day.""",2,Contrave,Obesity,2,110
14,user39223,"""I started the meds this morning. Went to gym had a pretty good workout. Felt a little lightheaded this morning while at the gym. Got home started craving water. While traveling this afternoon noticed I was getting very edgy and lot more energy and hungry. BUT I ate at 8am then gym and didn&#039;t eat when I got home so ... I was still wanting water a lot. 5 hours later I was very tired, edgy, and my husband said I was slurring my words. We ate dinner around 6 and I was fine. Not traveling again and it&#039;s 9:20 and I am so sleepy. Better mood per my husband.""",2,Contrave,Obesity,11,110
15,user40145,"""I&#039;ve been on it for 3 weeks as I need to lose 30 lbs. I&#039;ve lost 2 lbs but I&#039;m super tired all the time I still crave sugar but it does suppress your appetite. Also I am very cranky. I will finish out the bottle then ask my doctor about another plan.""",2,Contrave,Obesity,2,53
16,user39673,"""I took it for 4  months and didn&#039;t lose any weight. I was prescribed it due to severe cravings.  It didn&#039;t take the cravings away. I feel it didn&#039;t work due to the fact that I was already on a high dose of Wellbutrin.  I had horrible constipation with it and was taking up to 500mg of colace as well as a laxative, tons of water and fruits and veggies. Nothing helped.  I got lucky and my insurance covered it due to comorbidities, but it would have been around $200 a month if it didn&#039;t.""",2,Contrave,Obesity,9,95
17,user39934,"""I started this with minimal side effects but on the 3rd day I couldn&#039;t deal with how it made me feel. My head was hurting and I felt outside of myself. I stop the medicine after the 3rd pull. It did curb my cravings but I didn&#039;t like feeling outside of myself. I&#039;m a little disappointed because I was hopeful.""",2,Contrave,Obesity,8,60
18,user97069,"""I couldn&#039;t give this a high rating because I just started this yesterday 2/18/17 took it and overall seemed okay. I did feel a little tired. I slept very well, but did have one crazy dream/ nightmare and from reading the other reviews I&#039;m thinking it&#039;s from the medication.  I do feel really tired today. I hope I don&#039;t feel like this all the time, but It&#039;s only the 2nd day. I will continue for a week or 2 and see if I see a difference.""",3,Contrave,Obesity,8,86
19,user39990,"""Made it up to the 4 a day dose. Unfortunately, NO reduced cravings yet and still very hungry. No pick up in my motivation to diet or exercise either. Hopeful but beginning to think it&#039;s not going to work for me. Others report immediate weight loss. Not here!!! Also, feeling a little more anxious and agitated at this dose. :/ The odd thing is, is that it has helped tremendously with my chronic back pain. I would stay on it just for that reason. Had significantly lowered my pain level.""",3,Contrave,Obesity,15,90
20,user39764,"""I&#039;m 5&#039;2 145 pounds. I&#039;ve been on this pill for only 2 days. 1 pill a day and I have anxiety really bad nauseous and dizzy. I have no appetite really. I think I need to stop this pill. Good luck to everyone that it&#039;s working for with no side effects.""",3,Contrave,Obesity,5,51
21,user39719,"""I just started on this medication today I&#039;m 29 5&#039;6&quot; 205 lbs I recently had a beautiful baby girl in August. More than any other reason I want to lose some weight to be healthy for my daughter. I took the pill at 9 am and incorporating a strict diet. I am feeling some nausea, dizziness and a slight headache so I&#039;m hoping that with some otc meds to counteract the side effects this will work. I will update.""",3,Contrave,Obesity,4,79
22,user40107,"""I am on week 3 now just took two pills at once. I have lost No weight. My thyroid sucks and my Dr. thought this might work. Have felt the stuffed sick feeling but only felt a little dizzy on the first day. Was on adipex for a couple years. This dropped my weight more quickly but after the first year just gave me the energy to work fast pace job and go to school. So far not very impressed with this drug. Will continue for the first month or two.""",3,Contrave,Obesity,7,91
23,user40142,"""I love reading all the positive reviews and am happy for those getting results but this isn&#039;t for me. I was nauseated day 1. I  haven&#039;t felt good since. I persisted until 2 weeks, but I&#039;ve now became quite irritable and experience horrible migraines as well as blacked out twice. Apparently weight loss is great for everyone from day one so I realize now that this isn&#039;t working for me. I haven&#039;t lost a pound. Good luck to everyone else taking it with great results!""",3,Contrave,Obesity,7,85
24,user40141,"""Lost ten pounds in eight days. I believe it was water weight as I was having to get up 5 to 6 times a night to pee. Starting my fifth week I have  lost less than two pounds as everyday it goes back and forth one pound. I had all the side effects, right now being the constipation. It has caused anxiety which I had to be medicated for a few years back. Have noticed that when I get hot I get sick but if I stay cool I am fine. I DO NOT EAT. Rarely hungry then I will get sick from not eating, so I do not understand why the weight is dropping off.""",3,Contrave,Obesity,14,116
25,user39666,"""Worsened heart problems.  I was on the medication a month and was doing fairly well. However, I suffer from occasional Afib ( usually about 1-2x month) Had it daily while using this drug. My Cardiologist took me off and Afib went back to 1-2 month. I&#039;d be weary if you have any heart problems.""",4,Contrave,Obesity,17,54
26,user39301,"""Started taking on February 27th.  I was already counting calories and exercising 5-6 days a week but nothing moves the scale.    First few days I&#039;m so tired after taking.  This seems to be the only side effect.  I have a slight headache but I think that&#039;s due to not eating as I&#039;m just not hungry.    Goal is 80 lbs I&#039;m 250 5ft 9.""",4,Contrave,Obesity,10,63
27,user40007,"""Wk 1 has gone ok til yesterday 6/25/15 .  Had terrible nausea and discovered it&#039;s a side effect.  Felt so bad I couldn&#039;t bring my self to take #2 last night.  Tonight I&#039;ll try pill 2.  Humm.  Didn&#039;t see you should take it with food.  I need to lose 75 Lbs.   68 yr old, type 2 diabetic, high bp, glaucoma.  Night snacking is my worst and Big appetite.  Busy hands....less eating.""",4,Contrave,Obesity,10,71
28,user39671,"""Been on about 6 weeks, do not have cravings like used to but NO SEX DRIVE AT ALL. Only down about 6 lbs overall without diet or exercise, but definitely side effects override benefits.  Headaches, no sex drive and now numbness and tingling in fingers and toes.""",4,Contrave,Obesity,14,47
29,user39468,"""I started yesterday 8/2 after reading review for about 2 weeks.. I think I scared myself! So last night no sleep thinking I was going to have nightmares! But I was tossing and turning I think I did that to myself.. But pills make me feel a little dizzy but my start weight is 230! So I&#039;ll keep you guys update! But I definitely donot feel hungry at all! Only starting with one pill a day not two""",4,Contrave,Obesity,21,78
30,user39498,"""Update. My fourth day I could not take this pill. I was physically drained. The pill made me so sleepy so I opt out on this day. However, I did lose 7 pounds in a week so it must wk. I havnt had any other side effects except the sleepiness. Is your body can take it then your a trooper. I&#039;ll start back tomorrow and hopefully my body adjust to this medicine or I&#039;ll be switching""",4,Contrave,Obesity,17,76
31,user39117,"""SW: 201.5  CW: 201.5  GW:150  5&#039;8&quot; 40 years old   I&#039;m on day 3 and although I haven&#039;t lost any weight yet, I do have more energy. No side effects yet. As far as appetite, I&#039;ve noticed that I eat the same amount at meals but the fullness lasts much longer so I&#039;ve completely stopped snacking. Haven&#039;t had a snack between meals since day 1. I&#039;m hopeful""",5,Contrave,Obesity,16,66
32,user39994,"""I&#039;m on day 4. So far the side effects have not been horrible. I did have some stomach cramping and nausea. I&#039;m a bit tired during the day. I took other people&#039;s advice and am taking the pill with food and I&#039;ve avoided carbonated drinks. I did have some pop one day and if made me feel sick. So I&#039;m trying to just drink water all day. So far I haven&#039;t noticed a big difference in my appetite so I&#039;m hoping that will change next week when I up the dosage.""",5,Contrave,Obesity,17,91
33,user39840,"""This drug has not been as effective as I had thought it would be. I did not have any real bad side effects. Some constipation and at the beginning I was tired but after a month or so I had more energy then usual. I only lost about 4 pounds in 4 months.""",5,Contrave,Obesity,7,53
34,user39972,"""I&#039;m on day 6, lost 1-2 pounds so far...still having cravings but have just started to notice that I need to eat less to feel full, actually last night I ate alot at dinner and felt really sick after, the one side effect that I&#039;m struggling with is after 12pm I&#039;m exhausted, I feel like I need to take a nap and I feel like I can concentrate...this is making me feel like stopping but I will try to continue and see what happens....also a good side effect is I don&#039;t want to drink alcohol....I used to drink 2-3 glasses of wine a few times a week, now I don&#039;t want it at all. I have no desire to drink? Guess that&#039;s good. : )""",5,Contrave,Obesity,19,125
35,user38952,"""I&#039;ve been on this drug 3 days, I see most say it makes you nauseated, well the first two days I took it after eating breakfast, I had no problems, just seemed hungrier than usual. Well on the third day I decided to take it before eating, and the nausea is overwhelming! So I think the drug should be taken with food. or minutes after eating. So far I&#039;m not eating on the 3rd day because I&#039;m too nauseated!""",5,Contrave,Obesity,10,79
36,user112330,"""Started 2 pills a day Saturday. Just got the scale Friday.  No real side effects...just a little gassy and cramps in the evening.  Sometimes dry mouth too so drink lots of water.  Haven&#039;t really lost weight.  Maybe 2lbs in 10 days.  Still have cravings...need to increase my work out and eat better.  Will have better evaluation after 1 full month.  Cheers! """,5,Contrave,Obesity,29,62
37,user39303,"""I had seen my doctor on Friday 2/24/2017, weighed myself and I immediately became depressed. Not knowing that I have gained so much weight over the past year. As of today, today this is my 5th day taking only one per day. I started a diet for myself and this is the longest I&#039;ve went without eating out. I don&#039;t eat as much at all and I don&#039;t have any cravings for what I use to eat. I drink lots of water per day and I&#039;ve started morning walks. I haven&#039;t weighed myself yet cause I&#039;m afraid to see if I haven&#039;t lost any weight so I&#039;m going to weigh once I hit my 1 month period which is 3/24/17. Wish me luck.""",5,Contrave,Obesity,42,123
38,user40133,"""Been on it only 2 days. I&#039;ve noticed no appetite and no hunger. But I also feel confused. When I drive I forget where I&#039;m going and when I realize where I&#039;m going I forget where I am. I hope this feeling dissipates soon. It&#039;s unsettling.""",5,Contrave,Obesity,39,46
39,user39894,"""I only took 1 tablet for two days and felt tired but jittery, difficulty swallowing  and insomnia.  I did loose 2 pounds but stopped taking it cause the way it made me feel. Can anyone tell me if those feelings go away after longer use?""",5,Contrave,Obesity,18,45
40,user39947,"""I have been on this for two weeks and so far have not had any side effects. I am up to the three a day but space them out. 7:30 , 1:30 and 3:30 or 4 I feel like it is suppressing my appetite and I feel a lot better. I am not sluggish anymore I have lost 3lbs so far""",6,Contrave,Obesity,10,61
41,user39327,"""I have been taking the medicine for 10 days. I&#039;m now up to 2 pills a day one in am and 1 pm.  I don&#039;t see much difference yet.  The only good thing is that I&#039;m not drinking cocktails so it saves calories. I hope the next 2 weeks get better with full dose""",6,Contrave,Obesity,17,54
42,user112197,"""I am on the second week and I still feel nausea and its worse an hour or so after I eat.  I have lost about 9 lbs but this mild pain in my gut and feeling in my head needs to go away soon.  My first major hour work out and I couldn&#039;t make it more than 1/2.  Today I was able to make it the hour but I felt like crap.  And I am hot more than normal and sweat worse than ever.  I did read that raising your temperature was one of the ways this was supposed to help burn more stored fat.  I don&#039;t know,  If these feelings don&#039;t stop soon, I won&#039;t be taking it any more.""",6,Contrave,Obesity,5,121
43,user38990,"""Started on Med August 7th. This is my second full week. First day I had a really dry mouth after that no side effects. I&#039;m not really hungry and don&#039;t crave chocolate or anything as a matter of fact. No weight loss yet but it is still a very early use for me. Price was $290 and my insurance covered it all which is a blessing. Will weigh on Aug 21st.""",6,Contrave,Obesity,11,71
44,user40042,"""Started May 3rd and the sides effects, nausea, tiredness, and lack of energy almost made me stop. I am getting slightly better on day 3 so I&#039;ll continue for now. I am diabetic so I realized I have to eat to keep my blood sugar on even scale (I wasn&#039;t hungry so I didn&#039;t eat) I haven&#039;t weight myself. Starting weight 218 lbs.""",6,Contrave,Obesity,8,63
45,user39540,"""I am on day 3 of the plan. I kinda feel a little different. My cravings are not as intense for food or nicotine. No real side effects other than feeling tired in the afternoon. After reading some of the reviews, I was a little worried, but , I&#039;m going for stick with it. I will check in next week""",6,Contrave,Obesity,11,60
46,user39837,"""Hi this is my 3rd bottle I haven&#039;t lost any weight yet but I haven&#039;t gained any either and I haven&#039;t been exercising like I should but I&#039;m starting a gym next week so it will most likely work better I take two pills in the morning one pill at lunch and two pills before dinner so 4 pills all together The only side effect I have had that is negative is hard stool and constipation but if you take stool softeners and fiber pills they help big-time One of the things I like most about this medication is it does curb your hunger it does do that so I&#039;m hoping to loose weight soon at 208 now fingers crossed""",6,Contrave,Obesity,9,120
47,user39786,"""I&#039;ve been taking this approx 1 month.   Appetite is gone and I&#039;m only eating 1x a day.   However, I&#039;m having extreme bouts of dizziness and yesterday it took me an hour to drive about 5 miles.   I have no idea what i did in that time and was shocked to see the clock!  Wtf was i doing?   Hoping this goes away soon as I&#039;m about 250 lbs and 5&#039;10 with diabetes and fibro.   I have noticed much more energy and less pain from fibro!""",7,Contrave,Obesity,9,84
48,user39949,"""I was very skeptical taking this drug. I read a lot of reviews and was not sure I even wanted to start because of the side effects people were experiencing. However I have been unable to lose weight on my own. I was working out at least an hour a day mixing cardio and strength training 4-5 times a week. I was watching calories and did not see any significant weight loss over 3 months. So now I am trying this pill. I have only taken it 2 days but I already notice less desire to want to eat. I eat when I am hungry.  I finally feel like I am in control of food. I know it&#039;s only 2 days but it&#039;s a start.""",7,Contrave,Obesity,30,125
49,user112329,"""I have been taking this medicine for 2 weeks now and I have lost 5 lbs. I really haven&#039;t completly changed my diet as of yet just cut back; But I am happy to report that I have not experienced any side affects at this time. For the ones with nausea I suggest eating a few saltiness crackers and plenty of water. Good Luck on your new journey""",7,Contrave,Obesity,64,68
50,user40088,"""I&#039;m only on day three. I&#039;ve actually been holding on to my pill bottle for over a month because I was afraid of the side affects based on other reviews. I still feel quite hungry throughout the day, but I seem to fill up easier than I normally do. I have experienced the &quot;twilight zone&quot; feeling for about 4 hours after taking it (at lunch time works best for me). Feeling a bit nauseated as well, and had some very mild stomach cramps this morning. My mood has been okay, maybe a tad cranky in the afternoon and sluggish by early evening. But my hopes are high that this will help me out. No weight loss yet.""",7,Contrave,Obesity,15,117
51,user40057,"""I&#039;m on the second week. I have lost 8 lbs but I am going to stop taking it. I can&#039;t deal with the nausea and feeling sick all the time. I had to leave work one day last week because the nausea just kept getting worse. I think this medicine works but for me the results don&#039;t outweigh the side effects.""",7,Contrave,Obesity,22,61
52,user39974,"""If you are serious about making a change in you&#039;re life then this pill would be a good starting point. The first week is tough. It made me very nauseous, but if you put up with it, you&#039;re body adapts and you feel a lot better around week 2. It cuts you&#039;re food intake in 1/2. Cravings are gone. it also has made me want nothing but water. I usually drink a Pepsi in the morning and I no longer have a craving for that. Water only. I do get a bit sleepy, I believe that&#039;s from the pill. No headaches. I recommend this pill if you&#039;re serious about wanting to make a change and are not a cry baby.""",7,Contrave,Obesity,34,120
53,user39881,"""I am only on day 5 of the medicine. I had a headache on the 2nd and 3rd day, but I think this is because of no sugar. I have cut my carbs down alot and will weigh in on day 7. This pill has really helped me not want my sweets or even bread. I have made very good decisions and even plan what I&#039;m going to eat when out. I can&#039;t wait until month 1 to see my progress.""",7,Contrave,Obesity,19,81
54,user39951,"""I started this medication in mid May. Initially I didn&#039;t have any side effects. Not until I got to the 4 pill a day dosage. I started having anxiety, panic attacks, and depression. I immediately stopped the pill but it&#039;s still in my system 2 weeks after stopping it. It&#039;s still suppressing my appetite. But thank God the other side effects are slowly going away. Good news... I&#039;m down 29 lbs.  I&#039;ll discuss with my doctor if there&#039;s a way around these side effects so I can continue to my goal weight. I would love to take off 20 additional pounds.  Other than these few issues I loved this medication.""",7,Contrave,Obesity,16,110
55,user39097,"""I&#039;m through my first week.  First two days had a lingering headache most of the day and a few hours of nausea.  No weight loss but I didn&#039;t expect it yet.  Start with the second pill tomorrow. So far..... my appetite overall has decreased as the week has gone on.  I&#039;ve noticed that I may still want a snack but I can walk away from it and not eat it. I&#039;ll post again at the end of my second week.""",7,Contrave,Obesity,19,80
56,user112212,"""I weighed 163lbs when I started this medicine. I dropped 10lb during the first month. I also started medicines for thyroid issues, so that might be part of it. However, my cravings are completely gone! The medicine also helps a bit with my depression, and I feel more determined to work out. I&#039;m pretty happy with it.""",8,Contrave,Obesity,123,57
57,user39662,"""I Started the medication  on 1/31/2016 started at 252 pounds 4 weeks ago, I have lost 15 pounds so far the first three weeks was fine had slight headaches which comes and goes. I started taken 2 pills in the morning and 2 pills in the evening on my 4th week and couple days later I started feel sick to my stomach I hope this will pass will keep you updated is anyone else having this problem or have any solutions??""",8,Contrave,Obesity,14,81
58,user39349,"""I was on this  medication for 1 year at 201lbs 5&#039;3 age 23. I was down to 158 without going to the gym ever. The first three months were awful. Dizziness blurry vision but the first month had constant headaches. After that, I ate very little and got full fast. I even quit drinking. It also helped with my depression and energy. I been off of it for 6 months and have gained 10lbs. Food cravings and depression are back. Have to wait 6 months for an appointment to get a refill. I am dependent on it.""",8,Contrave,Obesity,96,97
59,user39918,"""Started 8 weeks ago and lost 18 pounds! There are some side effects that are more bothersome than other.  Like the awful taste it leaves in my mouth and for some reason I feel like I have a lump in my throat all the time. Does anyone else experience this?""",8,Contrave,Obesity,12,50
60,user39806,"""So I started this drug because I have PCOS. I started 8/21/2015  I have reduced my calorie intake at first to 2,500 during first month and down to 1,800 on the second month. I have kept on taking them and keeping to the low calorie intake  and am now on my 4th month. I followed the dosage that was in my packet now I am taking 2 in the morning and 2 in the evening. I went through some of the side effect symptoms as I progressed, such as nausea , headache, and dry mouth. I have lost 36.4 pounds at an average loss of 1/2 a day. I plan to continue taking it as long as my loss stays like this.""",8,Contrave,Obesity,16,122
61,user39621,"""  Most insurance companies won&#039;t pay for this drug since its a diet pill.    I agree with everyone about it helping to control your appetite and help you &quot;maintain&quot; after you are done with the medication.  This is an addicting drug, so you don&#039;t want to be on it for long.      I lost 35 lbs, it took me a year, but I am able to maintain now. I weigh myself every other day and if I gain a few, I watch myself for the next few days.  FYI, I didn&#039;t really exercise either.    Just my thoughts.  Good luck to you all!!!""",8,Contrave,Obesity,15,101
62,user38747,"""Well I&#039;ve been taking this med for a little over a month now. I will say the first night I took it I did suffer insomnia but only for one night. Now that I&#039;m on the full dosage for about 2 weeks now I am noticing more of a nausea feeling for the past few days. I&#039;ve lost about 13lbs so it does works for me. However I don&#039;t believe I&#039;ll be taking for too much longer due to the nausea feeling.   FYI - If you eat any grease or fried foods you will definitely feel the affects. It does force you to think about what you are eating and how it affects you.""",8,Contrave,Obesity,11,114
63,user40150,"""I am a 31 year old female at 200lbs I do not have diabetes, or any other health problems.  On the first day my stomach felt like it was on overdrive tensing up.  I actually managed to have some old period blood come out.  The second day I had a light headache, but nothing too serious.  My third day I had a salad with vinegar and oil.  (Your appetite is cut dramatically on this pill btw.  You will end up eating less than 1,000 calories a day.  ).Ended up getting the chills and migraine until I vomited my salad.  This pill works, lost 5lbs in 2 days. Do NOT eat oily or fatty food. You will get sick.""",8,Contrave,Obesity,7,118
64,user39851,"""I am on my 4th week...I do have pretty bad diarrhea, I think because I am taking 4 pills a day now. I have mild nausea, hot flashes but no trouble sleeping but do have dry mouth. I went from 246 down to 233 so far,  I can&#039;t wait to see how much weight I can lose!  I am not hungry in between meals and do not have any cravings, will up date in a month...good luck to you!""",9,Contrave,Obesity,16,79
65,user40144,"""So, I have completed my first week today and I am down 9.8 pounds.  I started last week because at 285 lbs I was just diagnosed with prediabeties.  My doctor wants to try weight loss before taking any diabetic meds.  I&#039;m now at 276 after a week, working everyday to eat each meal healthy.  I&#039;ve even tried a few smoothies, and baby kale (which by the way, isn&#039;t yucky like regular kale). :)  I&#039;m feeling really good about my attempt this time, the medicine so far has not presented any side effects except a dry mouth, which is sort of annoying, but not too bad.  Will update again, pass or fail, so you know.  Good luck to everyone on your journey!!!!""",9,Contrave,Obesity,12,121
66,user40014,"""On may 12,2015  i was 228 lbs i decided to make a lifestyle change being that   i try everything to loose the weight. I must say i had no side effects, i feel great   and my whole attitude about how i feel about food has change complete.   I lost a total of 17 lbs in five weeks , i am in love with this pill and the changes that it has done for me.""",9,Contrave,Obesity,46,74
67,user40100,"""Day one:  no side effects so far, and no cravings today.  Was easy to choose fresh fish and veggies for lunch with a high protein dinner.  Completely stuffed very quickly.  My expectations are very high as I&#039;m so hopeful.  I have PCOS so it&#039;s even tougher to lose weight.  Current weight:  193 5&#039;5&quot;. Will post in a week or month if I lose any weight.""",9,Contrave,Obesity,32,65
68,user39635,"""I started this pill 10/5/15 and weighed 215.26, 5&#039;5 height. As of today 2/26/2016 I am 195.4. I definitely notice the appetite curbing. I have a huge sweet tooth and while I still eat them it&#039;s no where near how I use to be. Up until a week ago I didn&#039;t exercise but recently got an elliptical in hopes of dropping more weight. I pay $60 a month for it and since I am seeing results I plan on continuing. My doctor said I should continue to lose for close to a year.""",9,Contrave,Obesity,16,93
69,user40097,"""So I have been on this medication for almost 2 months. While I&#039;m not losing as quickly as I anticipated,  I am losing nonetheless. The only complaint I have are the side effects. Extreme dry mouth at times and horrible nausea.  I am at the 4 pills a day now, that&#039;s when the nausea kicked in. Though, it is a deterrent from eating. Over all, this medication is effective, just be prepared for the side effects""",9,Contrave,Obesity,36,76
70,user39076,"""I have completed 7 weeks on this medication.  Side effects are dry mouth at night and profuse sweating of my head with minor exertion.  No big deal!  $90 a month.  The literature says to give it 16 weeks.  I started at 233lb and now I&#039;m 212lb.  I notice I don&#039;t snack mindlessly. I don&#039;t reach for a second helping. I am watching carbs because my A1c is 6.3.  During the first several weeks I didn&#039;t see much weight change. I think it takes time.  I am very please and I know my doctor will be!!""",9,Contrave,Obesity,27,95
71,user40131,"""I am in my first week and I have lost 4lbs.. my starting weight was 228.. I haven&#039;t had any side effects other than I&#039;m thirsty all the time I drink lots of water which helps. I sleep better and I&#039;m not hungry during the day I can tell about 9pm I start getting hungry so I just go too bed. I&#039;ll check back in a couple weeks""",9,Contrave,Obesity,15,68
72,user39575,"""38 YOA Male.  Started Dec 2015 at 238lbs.  April 2016 at 196 lbs. That&#039;s down 42 lbs.  My metabolism is super slow.  I&#039;m eating around 1000 calories a day in order to see movement.  I workout 4-5 xs a week, for 45 mins a day.  I log my calories with the Lose It app and weigh everyday with Scaledown.  I have not experienced any side effects other than colors being brighter.""",10,Contrave,Obesity,24,71
73,user39449,"""I have been on the medication 6 weeks and have lost a total of 30 lbs. I had not side effects until now which is my 6th week and I have queasiness, headaches, and a warm flushed feeling. I&#039;m fighting thru the discomfort because the medication is working for me.""",10,Contrave,Obesity,24,50
74,user97071,"""Started on 2/13/17.  I work night shift, so I started my dosing in the afternoon when I wake up because I was fearful of having difficulty sleeping.  The first two days I took it with food and had no problems.  But the third day, I took on a empty stomach and experienced nausea and dizziness and just did not feel good.  Once I ate, which was a few hours later, I was fine.  So I won&#039;t take it without food again.  So far I can tell my hunger has greatly subsided.  The cravings are also down.  So I&#039;m hopeful this med will work as promised.  Will update.""",10,Contrave,Obesity,33,107
75,user40035,"""I have been on this medication since 3/12/15, I&#039;ve lost 25 pounds. I am on a lower carb (only fruits and veggies- no grains). I feel great. I&#039;ve stopped binge eating. You can&#039;t have high fat foods on this medication or you will get sick. Stick with lean protein and fruits and vegetables. I&#039;ve stopped craving snack foods or fast foods. I walk 4 miles a day. This isn&#039;t a magic pill. You still have to put in the work. I do have trouble with constipation, so I upped my water intake to ten glasses a day and Miralax once a day. I&#039;m sleeping better. The first two months, I slept awful. It could have been sugar withdrawal.""",10,Contrave,Obesity,65,118
76,user40130,"""My experience has been a good one. I am on week two and I have lost 10 pounds. It has taken away all my cravings and I dont eat in between meals anymore. I have not had any of the side effects they talk about except for an ever so slight headache at times. I contributed that to caffeine withdrawal.  I have also stuck to eating healthy and cut out alcohol. This has definitely been a good change for me.""",10,Contrave,Obesity,66,80
77,user39824,"""Day 31-I am down 12 lbs. and feeling great! My first 3 weeks were tough with headaches; however, I know now it was caffeine/nicotine withdrawal. I quit coffee, cigarettes, snacks and sugar. I feel great! I am up to 4 pills a day and will refill this medication.""",10,Contrave,Obesity,23,48
78,user39976,"""I have been on the medication for 3 weeks now. Just started 3 pills per day. No problems at all. More energy and eating right. Not spending the day thinking about food. Have lost 9lbs and definitely inches. Only one day when I first started the medication did I have nausea. Sometimes headache in the afternoon. Drinking more water and Tylenol takes care of it. So far so good!""",10,Contrave,Obesity,14,69
79,user39762,"""I have been on it for one week and lost 10lbs so far along with doing weight watchers, I have had no side effects love this drug it has also cut my cravings out!!! I have started taking 4 pills a day very excited to see if I continue to loose weight!!!""",10,Contrave,Obesity,6,52
