agent_id,cluster_baseline_utility,slate_utility,zero_shot_utility,contextless_zero_shot_utility,unit_cost
user38952,1.62245933249489,2.99807383697262,1.9399133501554,1.99999927253321,1.99408893096742
user112330,2.56217650133564,2.99990526848647,2.04208772781171,4.06008337779527,1.26894143128444
user39303,2.00055140760613,2.99919817457028,1.5621765008858,2.90465053203453,4.00039520083691
user40133,3.00584501844769,3.9709487395416,2.99883204303,2.00037998398078,2.06008665502745
user39894,3.00955005473948,3.98202522205649,2.95257413410392,3.26894141860605,2.99929127192888
user39947,2.99944722949701,3.00099687501349,4.98756835064719,4.00358937960047,1.99973881141217
user39327,1.00048785703049,3.00061509396761,2.00010782921788,3.62245839409546,1.98593643942443
user112197,2.98757448903056,3.98756918455752,2.99593010197748,3.04203638337282,3.0031625533095
user38990,3.2689396112532,3.9241419350607,1,2.00000064598902,1.00002144493837
user40042,3.09530447971344,3.01406355150052,1.99142865711764,2.95257433668316,4.00970305468681
user39540,3.9399133953824,4.00970474892369,1.99986017817057,2.98201379740909,3.90465227488091
user39837,3.73105855905369,3.04742536731992,1.99919591398081,3.43782348315985,2.00020277941094
user39786,2.01798620893496,3.88079712929829,1.989013068616,2,2.02297736716746
user39949,3.77729988257354,2.9626756739628,1.99998749721213,2.9993018084608,3.07585278556477
user112329,3.56217650477358,3.00102608688586,1,2.99593050987912,3.00030716253058
user40088,3.97068781594632,3.62245884949979,2.0259573445626,3.00019041985579,2.00033534986632
user40057,4.0473905966551,3.02922749509156,2.99593002553054,3.99920133629366,4.56217648150285
user39974,4.02931139981469,4.00082880437087,3.99755857827333,3.99682957748311,4.99999977695376
user39881,2.99945735125339,4.73105839126772,4.99999960740569,4.99592986500501,4.9046505404939
user39951,3.99970000614908,4.18242481636719,2.00000849460693,1.99993502416021,2.00000038596131
user39097,4.99979658121896,3.98409515876799,1.99752740205506,3.9046510172215,4.99944722418547
user112212,1.00000137095653,4.49999994246332,3.97068804034021,3.99962374218024,4.07585787894916
user39662,1.99951238115544,3.73105867757936,2.99988771367955,2.9959352838311,4.00054152309179
user39349,1.00000176034297,3.43782348149796,2.00757524574476,2.77729987804716,1.99977491550567
user39918,3.9914414392856,2.99958244998505,1.5621765008858,2.00048609686996,1.99944725358685
user39806,3.98201515762027,3.02931223155033,3.99958092157634,3.06008665840294,4.96691405176105
user39621,1.00857748702319,2.01098693986587,2.00000886234442,2.99992531894324,3.99994855778732
user38747,3.99995145163095,4.00054488943344,3.00002340400035,2.01098694061192,3.000329206174
user40150,2.32082130594424,2.99786268155829,2.00000094114137,2.62245934501653,3.88079711958988
user39851,3.88079707211378,3.9989719918047,2.14804693950465,3.95257485664377,4.99999710205131
user40144,3.99999999981407,2.9046506047087,1.99640640531555,2.00012339329985,4.43782345073961
user40014,3.02297408410288,4.00264249180826,2.99852635313356,4.03270640609906,1.00000000010262
user40100,2.62245932692157,1,3.09534840236598,2.73105856450968,1.00000000494445
user39635,4.3208212722194,4.99998111624831,3.99922895918198,4.85195279576435,4.07585812098164
user40097,4.002799557192,4.07585564225442,3.97069002748717,2.99807748776711,4.99752745368638
user39076,1.00000002215949,4.95257413180688,3.99884061930058,4.2689414082019,4.0009739399875
user40131,3.00406992604891,3.9999999950933,3.00132467620513,3.99931177462652,3.99933573591348
user39575,3.99964755118431,2.99539371576436,0.999999999999978,3.90465096346553,1.00000000033647
user39449,4.32082130179909,4.0056805690252,1.99999777627201,3.00149329337797,4.99908895276311
user97071,1.00000000719413,2.9978182262988,3.9999438666026,3.990293785212,4.00115938014463
user40035,4.00003069591182,2.98201382329378,3.9999999993374,3.00083620522983,4.00218206848371
user40130,1.99242296979433,3.81757437671619,4.99998332073379,4.99986018179006,4.99896776913152
user39824,1.99999927253321,4.99029152301064,4.96267311495121,3.49999331402561,4.18242537011858
user39976,2.00033495728397,4.01400535024773,4.9241418198939,4.9996200349391,3.970687846363
user39762,3.99029351750063,3.07543009109862,3.32082130723563,3.99919746750643,3.00130832053566
